id_cliente,genero,idoso,casado,possui_dependentes,tempo_como_cliente,servico_telefone,servico_internet,servico_seguranca,suporte_tecnico,streaming,tipo_contrato,metodo_pagamento,pagamento_mensal,total_pago,churn
0374-fiuca,male,False,True,True,65,True,no,True,no internet service,True,two year,credit card (automatic),20.4,1414.45,no
5839-suyvz,male,False,True,True,16,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),74.55,1170.5,no
5173-zxxxl,male,False,True,True,2,True,no,True,no internet service,True,one year,mailed check,19.95,47.7,no
1096-adrux,female,False,True,True,66,True,fiber optic,True,no,True,one year,bank transfer (automatic),74.25,4859.25,no
2001-mcuuw,male,False,True,True,46,True,fiber optic,True,yes,True,two year,electronic check,108.65,4903.2,no
2731-gjrdg,female,False,True,True,32,True,fiber optic,True,yes,True,one year,bank transfer (automatic),109.55,3608.0,no
4723-begsg,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),86.65,6094.25,no
6516-nkqbo,male,False,True,True,38,True,dsl,True,yes,True,two year,credit card (automatic),81.0,3084.9,no
8672-oaupw,male,False,True,True,51,True,dsl,True,yes,True,one year,credit card (automatic),47.85,2356.75,no
8207-dmrvl,male,False,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),114.55,8306.05,no
3419-snjjd,female,True,True,True,65,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),105.25,6786.4,yes
6543-cpzmk,male,False,True,True,9,True,dsl,True,no,True,month-to-month,electronic check,29.95,248.95,yes
4765-oxppd,female,False,True,True,9,True,dsl,True,yes,True,month-to-month,mailed check,65.0,663.05,yes
2804-etqdk,male,False,True,True,66,True,no,True,no internet service,True,two year,mailed check,20.55,1357.1,no
6689-vrrtk,female,True,True,True,44,True,fiber optic,True,no,True,one year,credit card (automatic),109.8,4860.35,no
7138-girsh,male,False,True,True,50,True,dsl,True,yes,True,two year,bank transfer (automatic),69.5,3418.2,no
9396-zsfll,female,False,True,True,15,True,dsl,True,no,True,month-to-month,mailed check,48.85,631.4,no
6464-kexxh,male,False,True,True,8,True,dsl,True,no,True,month-to-month,credit card (automatic),71.45,186.3,no
7134-mjpdy,female,True,True,True,66,True,fiber optic,True,yes,True,one year,credit card (automatic),71.45,6976.75,no
5240-caoyt,female,False,True,True,57,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),71.45,4884.85,no
4059-iiebk,female,False,True,True,7,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),71.45,522.95,no
4881-jvqod,male,True,True,True,10,True,dsl,True,no,True,month-to-month,bank transfer (automatic),71.45,362.6,no
0516-uxrmt,female,False,True,True,62,True,fiber optic,True,no,True,one year,electronic check,71.45,5755.8,no
4851-bqdnx,male,False,True,True,40,True,fiber optic,True,no,True,one year,electronic check,71.45,3355.65,no
5148-hkfir,female,False,True,True,20,True,no,True,no internet service,True,two year,mailed check,71.45,406.95,no
1009-irmna,female,False,True,True,7,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),71.45,137.6,yes
3003-cmduu,female,False,True,True,25,True,fiber optic,True,yes,True,month-to-month,electronic check,71.45,2395.7,no
5016-iberq,male,False,True,True,23,True,fiber optic,True,no,True,month-to-month,electronic check,71.45,1968.1,no
6797-ucjhz,female,True,True,True,66,True,fiber optic,True,no,True,one year,credit card (automatic),71.45,6819.45,no
2469-dtsgx,female,True,True,True,72,True,fiber optic,True,yes,True,two year,electronic check,71.45,7943.45,no
4554-ygzih,male,True,True,True,49,True,fiber optic,True,no,True,month-to-month,credit card (automatic),71.45,4547.25,yes
5099-bailx,male,True,True,True,43,True,fiber optic,True,yes,True,month-to-month,bank transfer (automatic),71.45,4687.9,yes
9931-kghoa,female,False,True,True,46,True,dsl,True,no,True,month-to-month,bank transfer (automatic),71.45,2473.95,no
1775-kwjkq,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),71.45,6562.9,no
7665-vigud,male,False,True,True,10,True,no,True,no internet service,True,one year,mailed check,71.45,176.3,no
9411-tpqqv,female,False,True,True,40,True,dsl,True,yes,True,one year,bank transfer (automatic),71.45,2236.2,no
7207-rmrdb,female,False,True,True,65,True,fiber optic,True,no,True,month-to-month,electronic check,71.45,6985.65,yes
7954-mlbun,male,False,True,True,31,True,fiber optic,True,yes,True,two year,bank transfer (automatic),99.45,3109.9,no
2077-ddhjk,female,False,True,True,68,True,dsl,True,yes,True,two year,credit card (automatic),70.9,4911.35,no
4913-ehyui,male,True,True,True,56,True,fiber optic,True,no,True,one year,bank transfer (automatic),104.55,5794.65,yes
0195-iescp,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,electronic check,85.25,855.3,yes
9574-bosmd,male,False,True,True,68,True,no,True,no internet service,True,two year,bank transfer (automatic),25.4,1620.2,no
4580-tmhju,female,False,True,True,43,True,dsl,True,no,True,month-to-month,electronic check,56.15,2499.3,yes
0970-etwge,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,89.55,89.55,yes
4908-xaxay,female,True,True,True,49,True,fiber optic,True,no,True,one year,bank transfer (automatic),89.85,4287.2,no
8404-vlqfb,female,False,True,True,15,True,no,True,no internet service,True,month-to-month,electronic check,25.25,394.85,no
1626-ercmm,male,True,True,True,20,True,fiber optic,True,no,True,month-to-month,electronic check,94.55,1899.65,yes
0887-hjgar,male,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,45.7,45.7,yes
2391-iplop,male,False,True,True,50,True,dsl,True,yes,True,one year,electronic check,69.65,3442.15,no
5644-pdmzc,female,True,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,89.5,161.5,yes
3509-gwqgf,male,True,True,True,24,True,fiber optic,True,no,True,month-to-month,credit card (automatic),70.0,1732.6,no
9576-anlxo,female,False,True,True,3,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),69.55,222.3,yes
2024-baskd,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,mailed check,74.6,74.6,yes
5845-bzzib,male,False,True,True,35,True,no,True,no internet service,True,two year,mailed check,20.1,655.3,no
1140-ukvzg,female,False,True,True,17,True,no,True,no internet service,True,month-to-month,mailed check,24.8,475.25,no
4160-amjtl,female,True,True,True,8,True,no,True,no internet service,True,month-to-month,electronic check,19.65,164.3,yes
5183-snmjq,male,False,True,True,10,True,fiber optic,True,yes,True,month-to-month,credit card (automatic),95.1,865.1,no
8100-pnjmh,male,False,True,True,68,True,dsl,True,yes,True,two year,credit card (automatic),88.85,6132.7,no
7838-lazfo,male,False,True,True,45,True,dsl,True,no,True,one year,bank transfer (automatic),78.8,3597.5,no
4464-jcoln,male,False,True,True,2,True,no,True,no internet service,True,one year,mailed check,19.85,35.9,yes
2085-jvgad,male,False,True,True,37,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),20.35,697.65,no
5650-vduds,female,False,True,True,4,True,dsl,True,no,True,month-to-month,mailed check,24.25,96.05,yes
8095-wanwk,female,False,True,True,10,True,dsl,True,no,True,month-to-month,mailed check,45.25,428.7,no
3030-zkiwl,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.05,20.05,no
9565-flvcg,male,False,True,True,65,True,dsl,True,no,True,two year,mailed check,69.55,4459.15,no
8755-ogkna,female,False,True,True,57,True,no,True,no internet service,True,two year,bank transfer (automatic),19.5,1167.6,no
2800-veqxm,female,False,True,True,3,True,fiber optic,True,no,True,month-to-month,mailed check,74.75,238.1,no
7538-gwhml,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,69.65,145.15,yes
5533-rjftj,male,False,True,True,49,True,dsl,True,no,True,month-to-month,bank transfer (automatic),30.2,1453.1,no
3859-cvcet,female,False,True,True,4,True,dsl,True,no,True,month-to-month,mailed check,45.65,191.05,yes
0214-jhpfw,female,False,True,True,70,True,dsl,True,yes,True,two year,bank transfer (automatic),57.8,4039.3,no
5642-mhdqt,female,False,True,True,53,True,no,True,no internet service,True,one year,bank transfer (automatic),19.85,1039.45,no
3088-fvywk,male,False,True,True,53,True,no,True,no internet service,True,two year,credit card (automatic),25.55,1336.1,no
3276-hdueg,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,mailed check,75.05,75.05,yes
9092-gdzko,male,False,True,True,22,True,no,True,no internet service,True,month-to-month,credit card (automatic),24.85,493.4,no
0823-hscdj,male,True,True,True,52,True,dsl,True,no,True,month-to-month,electronic check,49.15,2550.9,yes
3729-owrvl,male,True,True,True,65,True,fiber optic,True,yes,True,two year,electronic check,110.35,7246.15,no
2324-aalno,female,False,True,True,48,True,no,True,no internet service,True,one year,bank transfer (automatic),24.55,1203.95,no
0822-gavap,female,False,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,34.7,62.25,yes
5760-ifjoz,male,False,True,True,3,True,fiber optic,True,no,True,month-to-month,mailed check,107.95,313.6,no
2826-uwhis,male,False,True,True,45,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),81.4,3775.85,no
1448-pwkye,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,80.0,80.0,yes
7501-iwung,female,False,True,True,61,True,dsl,True,yes,True,two year,bank transfer (automatic),71.45,4616.05,no
4957-treir,male,False,True,True,3,True,dsl,True,yes,True,month-to-month,credit card (automatic),71.45,195.65,no
7251-ljbqn,female,True,True,True,40,True,fiber optic,True,yes,True,one year,credit card (automatic),71.45,4188.4,no
8040-mnrtf,female,False,True,True,1,True,fiber optic,True,no,True,month-to-month,mailed check,71.45,71.1,no
1536-hbswp,female,False,True,True,1,True,dsl,True,yes,True,month-to-month,electronic check,71.45,49.9,no
5313-fpxwg,male,False,True,True,51,True,no,True,no internet service,True,one year,bank transfer (automatic),71.45,1266.4,no
0067-dkwbl,male,True,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,71.45,91.1,yes
0946-fkytx,male,False,True,True,52,True,dsl,True,no,True,one year,mailed check,71.45,1623.4,no
5076-yvxcm,male,False,True,True,51,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),83.4,4149.45,no
8262-coggb,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.45,20.45,no
6663-jocqo,male,False,True,True,31,True,dsl,True,yes,True,one year,bank transfer (automatic),75.25,2344.5,no
9620-qjrev,male,False,True,True,47,True,no,True,no internet service,True,one year,credit card (automatic),20.55,1013.05,no
2276-ydavz,female,False,True,True,3,True,fiber optic,True,no,True,month-to-month,credit card (automatic),75.1,270.7,yes
2682-kevrp,female,True,True,True,22,True,no,True,no internet service,True,one year,mailed check,20.05,417.0,no
2480-jzosn,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.65,20.65,no
0078-xzmht,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),85.15,6316.2,no
5896-npfww,male,False,True,True,3,True,dsl,True,no,True,month-to-month,electronic check,50.15,168.15,yes
9978-hycin,male,True,True,True,47,True,fiber optic,True,no,True,one year,bank transfer (automatic),84.95,4018.05,no
8338-qiunr,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),66.5,4811.6,no
1525-lnloj,male,False,True,True,66,True,dsl,True,no,True,two year,bank transfer (automatic),63.3,4189.7,no
9450-trjuu,male,False,True,True,35,True,fiber optic,True,no,True,month-to-month,electronic check,83.15,2848.45,no
1766-gknmi,male,False,True,True,29,True,fiber optic,True,no,True,month-to-month,electronic check,84.9,2516.2,no
6942-lbfdp,female,False,True,True,2,True,no,True,no internet service,True,month-to-month,mailed check,20.55,33.6,no
1456-twcgb,male,False,True,True,4,True,dsl,True,no,True,month-to-month,mailed check,49.25,208.45,no
7133-vbdcg,female,False,True,True,25,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),79.85,2015.35,yes
7596-zywbb,female,False,True,True,65,True,dsl,True,yes,True,two year,mailed check,59.6,3739.8,no
8329-utmvm,male,True,True,True,27,True,fiber optic,True,yes,True,one year,bank transfer (automatic),104.65,2964.0,no
3014-wjksm,male,False,True,True,29,True,fiber optic,True,no,True,month-to-month,credit card (automatic),75.3,2263.4,no
3347-yjzze,male,False,True,True,29,True,dsl,True,no,True,month-to-month,credit card (automatic),80.1,2211.8,no
1029-qfben,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,19.55,19.55,yes
7929-dmbcv,female,False,True,True,20,True,fiber optic,True,yes,True,month-to-month,mailed check,81.0,1683.7,no
9661-jalzv,female,False,True,True,58,True,no,True,no internet service,True,two year,credit card (automatic),24.7,1519.0,no
5433-kyghe,female,False,True,True,14,True,fiber optic,True,yes,True,month-to-month,mailed check,86.0,1164.05,no
4312-kfrxn,male,False,True,True,72,True,no,True,no internet service,True,two year,mailed check,25.4,1710.9,no
5575-tpizq,male,False,True,True,46,True,fiber optic,True,no,True,month-to-month,credit card (automatic),89.15,4245.55,no
0114-igabw,female,False,True,True,71,True,dsl,True,yes,True,two year,bank transfer (automatic),58.25,4145.9,no
9944-aexbm,male,False,True,True,32,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),85.65,2664.3,no
1853-araaq,female,False,True,True,26,True,dsl,True,no,True,month-to-month,credit card (automatic),50.35,1277.5,no
6952-omnwb,male,True,True,True,68,True,fiber optic,True,no,True,month-to-month,credit card (automatic),80.35,5589.3,no
4697-lupsu,male,False,True,True,2,True,no,True,no internet service,True,one year,mailed check,20.2,34.75,no
8434-vgeqq,male,False,True,True,61,True,no,True,no internet service,True,two year,credit card (automatic),20.55,1305.95,no
4952-ysogz,female,False,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,85.95,381.3,yes
1589-agtlk,male,False,True,True,3,True,dsl,True,no,True,month-to-month,electronic check,45.35,141.5,yes
5244-irfih,male,True,True,True,33,True,fiber optic,True,no,True,month-to-month,electronic check,94.5,3105.55,yes
6549-ymfaw,male,True,True,True,9,True,no,True,no internet service,True,month-to-month,mailed check,21.25,204.55,no
4950-hkqte,female,False,True,True,22,True,no,True,no internet service,True,two year,mailed check,26.25,605.9,no
6786-obwqr,female,False,True,True,5,True,fiber optic,True,no,True,month-to-month,electronic check,80.85,356.1,no
2684-eiweo,female,True,True,True,30,True,fiber optic,True,no,True,month-to-month,credit card (automatic),91.7,2758.15,yes
2753-jmmcv,male,False,True,True,65,True,dsl,True,yes,True,two year,credit card (automatic),74.2,4805.65,no
6439-gtpca,female,False,True,True,45,True,fiber optic,True,yes,True,month-to-month,electronic check,87.25,3941.7,yes
6621-yobki,male,False,True,True,5,True,no,True,no internet service,True,month-to-month,mailed check,20.35,92.75,no
1216-jwvux,male,False,True,True,25,True,fiber optic,True,no,True,month-to-month,electronic check,75.5,1901.05,no
7564-ghcvb,female,False,True,True,72,True,fiber optic,True,no,True,two year,bank transfer (automatic),79.05,5730.7,no
1173-noeyg,female,False,True,True,27,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),90.15,2423.4,no
7595-ehcdl,male,False,True,True,32,True,dsl,True,no,True,month-to-month,credit card (automatic),50.6,1653.45,no
6647-zedxt,female,False,True,True,30,True,fiber optic,True,yes,True,one year,credit card (automatic),110.45,3327.05,no
2521-npuzr,male,False,True,True,70,True,fiber optic,True,yes,True,two year,credit card (automatic),101.0,7085.5,no
1307-tvufb,male,True,True,True,42,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),79.35,3344.1,no
7503-mioga,female,True,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),89.85,6697.35,no
4381-mhqdc,female,False,True,True,47,True,dsl,True,yes,True,two year,mailed check,65.0,2879.9,no
6923-jhpmp,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,80.45,137.1,no
5138-wvkyj,male,False,True,True,10,True,fiber optic,True,no,True,month-to-month,electronic check,98.55,1008.55,yes
4018-ppndw,female,False,True,True,61,True,no,True,no internet service,True,two year,mailed check,24.1,1551.6,no
1635-fjfcc,female,False,True,True,5,True,dsl,True,no,True,month-to-month,credit card (automatic),44.05,202.15,no
2499-ajyua,female,True,True,True,72,True,fiber optic,True,yes,True,two year,credit card (automatic),110.8,7882.25,no
6919-elbgl,male,True,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),114.95,8196.4,no
3966-hrmza,female,True,True,True,3,True,fiber optic,True,no,True,month-to-month,mailed check,75.05,202.9,no
6425-jwtdv,male,False,True,True,48,True,no,True,no internet service,True,two year,mailed check,19.25,855.1,no
8405-igqfx,female,False,True,True,63,True,fiber optic,True,yes,True,one year,credit card (automatic),90.05,5817.0,no
8224-ivvpa,female,False,True,True,27,True,dsl,True,no,True,month-to-month,mailed check,56.7,1652.95,no
9477-lgwqi,male,False,True,True,70,True,dsl,True,no,True,two year,credit card (automatic),80.15,5600.15,no
1410-rscmr,male,False,True,True,7,True,dsl,True,yes,True,month-to-month,credit card (automatic),71.35,515.75,no
3115-czmzd,male,False,True,True,0,True,no,True,no internet service,True,two year,mailed check,20.25,40.5,no
0139-ivfjg,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,90.35,190.5,no
6683-vlctz,male,True,True,True,20,True,fiber optic,True,no,True,month-to-month,electronic check,98.55,1842.8,yes
5730-dbdsi,male,False,True,True,66,True,no,True,no internet service,True,two year,bank transfer (automatic),19.7,1253.8,no
0030-fnxpp,female,False,True,True,3,True,no,True,no internet service,True,month-to-month,mailed check,19.85,57.2,no
2189-wwoew,female,False,True,True,15,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),85.9,1269.55,yes
5684-fjvyr,female,False,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),90.35,6563.4,no
4013-guxnd,male,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,20.8,20.8,no
1894-igfsg,female,False,True,True,22,True,fiber optic,True,no,True,month-to-month,electronic check,89.25,1907.85,yes
7379-pokdz,male,False,True,True,3,True,fiber optic,True,no,True,month-to-month,electronic check,70.3,208.85,yes
1266-nzyui,female,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),66.85,4758.8,no
7969-ffowg,male,False,True,True,65,True,no,True,no internet service,True,two year,mailed check,19.9,1292.6,no
4718-dhsmv,female,False,True,True,11,True,dsl,True,no,True,month-to-month,mailed check,35.8,363.15,no
5175-wlyxl,male,False,True,True,22,True,fiber optic,True,no,True,month-to-month,mailed check,78.85,1600.25,no
7817-omjna,male,False,True,True,14,True,no,True,no internet service,True,one year,bank transfer (automatic),20.4,275.7,no
8728-skjlr,male,False,True,True,41,True,fiber optic,True,yes,True,month-to-month,electronic check,74.25,3089.1,no
3137-nyqqi,male,False,True,True,17,True,dsl,True,no,True,one year,mailed check,64.8,1175.6,no
7706-dznkk,male,False,True,True,11,True,no,True,no internet service,True,month-to-month,credit card (automatic),20.45,237.3,no
0236-hfwsv,male,False,True,True,15,True,fiber optic,True,no,True,month-to-month,electronic check,93.35,1444.65,yes
3900-aqphz,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,mailed check,19.9,19.9,yes
5842-pocop,female,False,True,True,5,True,fiber optic,True,no,True,month-to-month,mailed check,88.9,454.15,yes
2037-xjfup,male,False,True,True,33,True,fiber optic,True,no,True,one year,electronic check,95.8,3036.75,yes
8823-rlpwl,female,False,True,True,72,True,fiber optic,True,no,True,two year,credit card (automatic),110.65,8065.65,no
9505-sqfsw,female,False,True,True,3,True,dsl,True,no,True,month-to-month,mailed check,40.3,92.5,no
7314-oxenn,male,False,True,True,2,True,fiber optic,True,no,True,month-to-month,electronic check,82.0,184.65,yes
3758-ckoql,female,False,True,True,59,True,fiber optic,True,yes,True,one year,credit card (automatic),107.0,6152.3,no
0322-chqru,male,False,True,True,2,True,dsl,True,no,True,month-to-month,electronic check,45.35,89.5,yes
5676-cflyy,male,False,True,True,71,True,dsl,True,yes,True,two year,credit card (automatic),73.35,5154.5,no
7521-afhab,female,False,True,True,5,True,dsl,True,no,True,month-to-month,mailed check,44.8,220.45,no
0285-inhln,male,False,True,True,27,True,dsl,True,no,True,month-to-month,credit card (automatic),54.75,1510.3,no
4678-dvqeo,female,False,True,True,1,True,dsl,True,yes,True,month-to-month,electronic check,52.2,52.2,yes
5125-cndsp,male,False,True,True,63,True,dsl,True,yes,True,one year,bank transfer (automatic),40.6,2588.95,no
0691-ifbqw,female,True,True,True,46,True,fiber optic,True,no,True,one year,electronic check,110.0,4874.8,yes
4992-ltjne,male,False,True,True,72,True,dsl,True,no,True,two year,bank transfer (automatic),55.3,3983.6,no
2202-outmo,female,False,True,True,34,True,dsl,True,yes,True,month-to-month,bank transfer (automatic),60.85,2003.6,no
0810-bdhaw,female,False,True,True,24,True,dsl,True,no,True,one year,electronic check,78.4,1832.4,no
0229-lfjaf,male,False,True,True,72,True,dsl,True,yes,True,two year,bank transfer (automatic),69.65,4908.25,no
7131-zqznk,female,False,True,True,60,True,dsl,True,yes,True,two year,credit card (automatic),59.85,3590.2,no
3442-zhhcc,male,False,True,True,68,True,dsl,True,no,True,one year,credit card (automatic),76.9,5023.0,no
5726-cvnya,female,False,True,True,8,True,no,True,no internet service,True,two year,mailed check,19.85,146.6,no
9871-eleya,female,False,True,True,34,True,dsl,True,yes,True,two year,credit card (automatic),67.65,2339.3,no
4257-gaesd,female,False,True,True,6,True,dsl,True,no,True,month-to-month,credit card (automatic),45.0,298.7,no
5173-wxoqv,male,False,True,True,2,True,dsl,True,yes,True,month-to-month,mailed check,64.2,143.65,no
2040-obmlj,male,False,True,True,31,True,fiber optic,True,yes,True,one year,credit card (automatic),81.7,2548.65,no
6286-zhaok,female,False,True,True,20,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),25.55,507.4,no
3807-xhcjh,female,False,True,True,1,True,no,True,no internet service,True,month-to-month,electronic check,20.0,20.0,no
3009-jwmpu,male,False,True,True,62,True,fiber optic,True,no,True,one year,electronic check,96.75,6125.4,yes
5671-rqrlp,female,True,True,True,70,True,fiber optic,True,no,True,two year,credit card (automatic),75.65,5411.4,no
1450-galxr,female,False,True,True,10,True,fiber optic,True,yes,True,month-to-month,electronic check,98.5,1058.25,yes
8859-axjzp,male,False,True,True,39,True,no,True,no internet service,True,two year,mailed check,23.8,903.8,no
3174-akmas,female,False,True,True,46,True,dsl,True,yes,True,two year,credit card (automatic),64.2,3009.5,no
3138-bkyav,male,False,True,True,6,True,fiber optic,True,no,True,month-to-month,electronic check,85.35,489.45,yes
9926-pjhdq,female,False,True,True,72,True,dsl,True,no,True,two year,bank transfer (automatic),76.8,5468.45,no
7382-dfjtu,male,False,True,True,18,True,dsl,True,yes,True,month-to-month,credit card (automatic),55.2,1058.1,no
2798-nylmz,male,False,True,True,71,True,fiber optic,True,yes,True,two year,credit card (automatic),108.55,7616.0,no
4289-dtdkw,male,False,True,True,40,True,fiber optic,True,no,True,month-to-month,electronic check,101.3,4113.1,yes
1820-tqvev,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,69.55,69.55,yes
2239-jalaw,male,False,True,True,58,True,fiber optic,True,no,True,one year,bank transfer (automatic),103.25,6017.65,yes
4853-rulsv,male,False,True,True,70,True,fiber optic,True,yes,True,two year,credit card (automatic),104.0,7250.15,yes
8098-tdcbu,female,False,True,True,42,True,no,True,no internet service,True,two year,electronic check,25.25,1108.2,no
3551-gaegl,male,False,True,True,34,True,dsl,True,no,True,one year,bank transfer (automatic),30.4,938.65,no
4785-nkhcx,male,True,True,True,5,True,no,True,no internet service,True,month-to-month,bank transfer (automatic),20.05,94.15,no
3196-nvxlz,female,False,True,True,25,True,fiber optic,True,no,True,month-to-month,mailed check,84.6,2088.05,no
6275-yduvo,female,False,True,True,2,True,fiber optic,True,no,True,month-to-month,mailed check,86.2,178.7,yes
0036-ihmot,female,False,True,True,55,True,fiber optic,True,yes,True,one year,bank transfer (automatic),103.7,5656.75,no
0115-tfert,male,False,True,True,21,True,fiber optic,True,yes,True,month-to-month,electronic check,111.2,2317.1,yes
4178-egmon,male,False,True,True,70,True,fiber optic,True,yes,True,two year,credit card (automatic),88.0,5986.45,no
4220-tinqt,female,False,True,True,61,True,fiber optic,True,yes,True,month-to-month,electronic check,106.35,6751.35,no
5318-ykdpv,male,False,True,True,43,True,dsl,True,yes,True,two year,credit card (automatic),79.15,3566.6,no
7975-tzmlr,male,False,True,True,47,True,fiber optic,True,no,True,one year,electronic check,103.1,4889.3,no
0295-qvkpb,male,False,True,True,5,True,dsl,True,yes,True,month-to-month,credit card (automatic),63.95,318.1,no
4335-bsmjs,female,False,True,True,62,True,no,True,no internet service,True,two year,credit card (automatic),25.8,1563.95,no
2311-qymuq,female,False,True,True,16,True,fiber optic,True,no,True,month-to-month,credit card (automatic),89.45,1430.25,yes
3643-ahcfp,male,True,True,True,7,True,fiber optic,True,no,True,month-to-month,bank transfer (automatic),95.6,644.35,yes
9146-jriox,female,False,True,True,14,True,no,True,no internet service,True,month-to-month,mailed check,25.55,372.45,no
3104-owcgk,male,False,True,True,60,True,fiber optic,True,no,True,one year,electronic check,90.95,5453.4,yes
5337-iiwkz,male,False,True,True,34,True,dsl,True,yes,True,month-to-month,electronic check,44.85,1442.6,no
9101-bwfss,female,False,True,True,50,True,fiber optic,True,yes,True,one year,electronic check,108.55,5610.7,yes
9650-vbuog,male,False,True,True,38,True,no,True,no internet service,True,two year,credit card (automatic),25.05,963.95,no
3487-earat,female,False,True,True,70,True,dsl,True,yes,True,one year,credit card (automatic),74.1,5222.3,no
2672-tgeff,female,False,True,True,37,True,fiber optic,True,no,True,month-to-month,electronic check,88.8,3340.55,no
9231-zjyam,female,True,True,True,4,True,fiber optic,True,no,True,month-to-month,electronic check,78.85,292.8,yes
4250-waroz,male,True,True,True,60,True,fiber optic,True,no,True,month-to-month,electronic check,93.25,5774.55,no
8184-wmofi,male,False,True,True,62,True,dsl,True,yes,True,one year,credit card (automatic),71.4,4487.3,no
6982-sshfk,male,False,True,True,1,True,dsl,True,no,True,month-to-month,mailed check,44.4,44.4,yes
6092-qzvpp,male,False,True,True,36,True,dsl,True,yes,True,month-to-month,credit card (automatic),79.2,2854.95,no
4625-lamob,male,False,True,True,44,True,no,True,no internet service,True,two year,credit card (automatic),20.4,905.55,no
0727-bmplr,female,True,True,True,55,True,fiber optic,True,no,True,one year,electronic check,100.0,5509.3,yes
0392-bziuw,female,False,True,True,72,True,fiber optic,True,no,True,two year,credit card (automatic),105.0,7589.8,no
1038-zagbi,female,False,True,True,12,True,no,True,no internet service,True,one year,bank transfer (automatic),19.8,229.6,yes
6549-nndyt,female,False,True,True,13,True,dsl,True,no,True,month-to-month,bank transfer (automatic),30.85,394.1,no
3027-ztdho,male,False,True,True,1,True,fiber optic,True,no,True,month-to-month,electronic check,89.9,89.9,yes
0422-ohqhq,female,False,True,True,15,True,no,True,no internet service,True,one year,mailed check,20.55,295.95,no
6916-hijse,female,False,True,True,65,True,dsl,True,yes,True,two year,bank transfer (automatic),84.85,5459.2,no
2316-esmls,female,False,True,True,12,True,dsl,True,yes,True,one year,credit card (automatic),33.15,444.75,no
9778-ogkqz,male,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),92.0,6782.15,no
7408-ofwxj,female,False,True,True,72,True,dsl,True,yes,True,two year,credit card (automatic),89.8,6510.45,no
6007-tctst,female,False,True,True,72,True,fiber optic,True,yes,True,two year,bank transfer (automatic),115.8,8476.5,no
2252-nknsi,male,False,True,True,52,True,dsl,True,yes,True,two year,mailed check,85.15,4461.85,no
8713-igzso,male,False,True,True,2,True,no,True,no internet service,True,month-to-month,mailed check,24.85,62.0,no
7905-tvxta,female,False,True,True,5,True,dsl,True,yes,True,month-to-month,electronic check,64.35,352.65,no
7695-pklcz,female,False,True,True,68,True,no,True,no internet service,True,two year,credit card (automatic),20.5,1424.9,no
2382-bckqj,female,False,True,True,62,True,fiber optic,True,no,True,one year,electronic check,100.15,6413.65,yes
